time,filename,pathname,exception name,exception data,error report filename
"Mon Apr 25 23:29:08 2005","ShowUserPage.py","/opt/gridportal/context/ShowUserPage.py","exceptions.ValueError","invalid literal for int(): ","/opt/webware/WebKit/ErrorMsgs/Error-ShowUserPage.py-2005-04-25-23-29-08-87647.html"
"Mon Apr 25 23:53:46 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.TypeError","sequence index must be integer","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-25-23-53-46-40491.html"
"Tue Apr 26 00:18:11 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.IOError","[Errno 2] No such file or directory: '/var/webware/NorduGrid/ntnu.no/Martin_Matusiak/job_blastpJob/blast.in'","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-00-18-11-86869.html"
"Tue Apr 26 00:21:04 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.IOError","[Errno 2] No such file or directory: '/var/webware/NorduGrid/ntnu.no/Martin_Matusiak/job_blastpJob/blast.in'","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-00-21-04-88428.html"
"Tue Apr 26 00:30:03 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","invalid syntax (BlastJobPage.py, line 217)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-00-30-03-35590.html"
"Tue Apr 26 00:30:22 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","invalid syntax (BlastJobPage.py, line 218)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-00-30-22-60550.html"
"Tue Apr 26 01:00:21 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","invalid syntax (BlastJobPage.py, line 217)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-01-00-21-13554.html"
"Tue Apr 26 01:00:46 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","can't assign to function call (BlastJobPage.py, line 218)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-01-00-46-56314.html"
"Tue Apr 26 01:04:33 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.KeyError","seqInputFileprevFile","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-01-04-33-95400.html"
"Tue Apr 26 01:13:55 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.KeyError","seqInputFileprevFile","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-01-13-55-51259.html"
"Tue Apr 26 01:29:47 2005","ManageJobPage.py","/opt/gridportal/context/ManageJobPage.py","exceptions.IndentationError","expected an indented block (LapBlast.py, line 74)","/opt/webware/WebKit/ErrorMsgs/Error-ManageJobPage.py-2005-04-26-01-29-47-55885.html"
"Tue Apr 26 10:56:27 2005","BlastJobPage.py","/opt/gridportal/context/BlastJobPage.py","exceptions.TypeError","__init__() takes exactly 2 arguments (1 given)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPage.py-2005-04-26-10-56-27-92641.html"
"Tue Apr 26 10:58:32 2005","BlastJobPage.py","/opt/gridportal/context/BlastJobPage.py","exceptions.TypeError","__init__() takes exactly 2 arguments (1 given)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPage.py-2005-04-26-10-58-32-15141.html"
"Tue Apr 26 11:00:51 2005","BlastJobPage.py","/opt/gridportal/context/BlastJobPage.py","exceptions.TypeError","__init__() takes exactly 2 arguments (1 given)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPage.py-2005-04-26-11-00-51-17102.html"
"Tue Apr 26 12:13:38 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.NameError","global name 'blast_params' is not defined","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-12-13-38-58764.html"
"Tue Apr 26 13:06:03 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.KeyError","cpuTime","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-13-06-03-63762.html"
"Tue Apr 26 13:06:22 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.KeyError","cpuTime","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-13-06-22-83635.html"
"Tue Apr 26 13:07:20 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.KeyError","seq","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-13-07-20-82465.html"
"Tue Apr 26 13:20:42 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","non-default argument follows default argument (LapWeb.py, line 168)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-13-20-42-66465.html"
"Tue Apr 26 13:21:53 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.ValueError","need more than 1 value to unpack","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-13-21-53-48546.html"
"Tue Apr 26 13:29:59 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.ValueError","need more than 1 value to unpack","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-13-29-59-14689.html"
"Tue Apr 26 13:51:02 2005","BlastJobPagetblastx.py","/opt/gridportal/context/BlastJobPagetblastx.py","exceptions.SyntaxError","invalid syntax (LapWeb.py, line 309)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPagetblastx.py-2005-04-26-13-51-02-15647.html"
"Tue Apr 26 13:51:28 2005","BlastJobPagetblastx.py","/opt/gridportal/context/BlastJobPagetblastx.py","exceptions.SyntaxError","invalid syntax (LapWeb.py, line 383)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPagetblastx.py-2005-04-26-13-51-28-37802.html"
"Tue Apr 26 14:04:48 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.TypeError","sequence index must be integer","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-14-04-48-95827.html"
"Tue Apr 26 14:05:16 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.TypeError","sequence index must be integer","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-14-05-16-89277.html"
"Tue Apr 26 14:50:20 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","invalid syntax (conf_main.py, line 43)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-14-50-20-15033.html"
"Tue Apr 26 15:00:28 2005","FormDescPage.py","/opt/gridportal/context/FormDescPage.py","exceptions.AssertionError","Cannot find expected servlet class named 'FormDescPage' in '/opt/gridportal/context/FormDescPage.py'.","/opt/webware/WebKit/ErrorMsgs/Error-FormDescPage.py-2005-04-26-15-00-28-25126.html"
"Tue Apr 26 15:01:21 2005","FormDescPage.py","/opt/gridportal/context/FormDescPage.py","exceptions.NameError","name 'Page' is not defined","/opt/webware/WebKit/ErrorMsgs/Error-FormDescPage.py-2005-04-26-15-01-21-54523.html"
"Tue Apr 26 15:01:39 2005","FormDescPage.py","/opt/gridportal/context/FormDescPage.py","exceptions.NameError","name 'Page' is not defined","/opt/webware/WebKit/ErrorMsgs/Error-FormDescPage.py-2005-04-26-15-01-39-21501.html"
"Tue Apr 26 15:39:49 2005","FormDescPage.py","/opt/gridportal/context/FormDescPage.py","exceptions.AttributeError","FormDescPage instance has no attribute 'menuBar'","/opt/webware/WebKit/ErrorMsgs/Error-FormDescPage.py-2005-04-26-15-39-49-74835.html"
"Tue Apr 26 16:59:27 2005","BlastJobPageblastp.py","/opt/gridportal/context/BlastJobPageblastp.py","exceptions.SyntaxError","invalid syntax (LapBlast.py, line 124)","/opt/webware/WebKit/ErrorMsgs/Error-BlastJobPageblastp.py-2005-04-26-16-59-27-37651.html"
"Wed Apr 27 13:24:47 2005","index.py","/opt/gridportal/context/index.py","exceptions.KeyError","20050427112423-8551e4e2f5e70da56893a1d4cc2a955b","/opt/webware/WebKit/ErrorMsgs/Error-index.py-2005-04-27-13-24-47-75776.html"
"Wed Apr 27 13:25:25 2005","index.py","/opt/gridportal/context/index.py","exceptions.KeyError","20050427112423-8551e4e2f5e70da56893a1d4cc2a955b","/opt/webware/WebKit/ErrorMsgs/Error-index.py-2005-04-27-13-25-25-41587.html"
"Wed Apr 27 13:28:57 2005","index.py","/opt/gridportal/context/index.py","exceptions.KeyError","20050427112423-8551e4e2f5e70da56893a1d4cc2a955b","/opt/webware/WebKit/ErrorMsgs/Error-index.py-2005-04-27-13-28-57-14749.html"
"Wed Apr 27 13:30:54 2005","index.py","/opt/gridportal/context/index.py","exceptions.KeyError","20050427112423-8551e4e2f5e70da56893a1d4cc2a955b","/opt/webware/WebKit/ErrorMsgs/Error-index.py-2005-04-27-13-30-54-23656.html"
"Wed Apr 27 13:30:58 2005","index.py","/opt/gridportal/context/index.py","exceptions.KeyError","20050427112423-8551e4e2f5e70da56893a1d4cc2a955b","/opt/webware/WebKit/ErrorMsgs/Error-index.py-2005-04-27-13-30-58-11456.html"
